scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
8,12.944,2.263428863569801,14.5,2.6419613774314867,15.59,3.1441487469083538
