scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
2,6.934,1.0449055724373475,8.524,2.0556934964879874,9.134,2.398238331398357
