scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
7,4.0,0.0,16.693877551020407,4.961912409597377,21.53061224489796,4.81961147056451
