scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
7,3.96,0.19794866372215744,19.479166666666668,3.903024377425811,21.714285714285715,3.444937708989138
