scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
4,7.54,1.4315682851691152,10.58,2.2865177159397043,13.42,5.091369247690304
