scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
1,8.856,1.5165301604171642,11.242,2.7022287246197942,12.604,3.3713373951094434
