scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
5,5.714285714285714,0.5,9.387755102040817,2.243660759883761,12.26530612244898,3.575236065656374
