scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
8,13.142857142857142,2.294625486315573,13.26530612244898,3.1283790560822298,15.510204081632653,4.940967636287501
