scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
4,6.928,1.035838753787333,8.498,1.945653395203919,9.196,2.369136893309139
