scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
6,7.408163265306122,1.171152696899846,11.938775510204081,2.4444508864066834,14.122448979591837,2.333029620661588
