scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
7,4.040816326530612,0.28571428571428575,17.591836734693878,4.443714509220387,20.68888888888889,4.611360587141984
