scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
8,13.436,1.862482666594976,15.228,2.2605832152225434,16.066,2.6464412524379246
