scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
3,8.959183673469388,2.0203050891044216,11.653061224489797,2.735195151539795,11.46938775510204,3.0214651579457725
