scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
1,9.0,1.1952286093343936,11.346938775510203,2.607297611126558,11.877551020408163,3.074799831289666
