scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
4,6.934,1.0157299911047517,8.284,1.9159032780235759,9.072,2.2928869708999273
