scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
3,15.02,2.5551237376356664,16.588,2.843664687988974,17.696,3.089769789921155
