scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
5,5.14,0.8573809193213519,5.08,0.7515969393123375,22.87878787878788,4.897432846384776
