scenario,p_op_0.0_mean,p_op_0.0_std,p_op_0.33_mean,p_op_0.33_std,p_op_0.4_mean,p_op_0.4_std
4,5.448979591836735,0.7377111135633175,9.326530612244898,2.6171529943658944,13.0,3.2210246816812815
