scenario,n,p_op_optimal,steps_optimal_mean,steps_optimal_std,steps_p00_mean,steps_p00_std,steps_p05_mean,steps_p05_std
6,2,0.0,12.204081632653061,5.118910884787636,12.653061224489797,5.543581199640427,11.53061224489796,1.9268069529700178
6,4,0.33333333333333337,14.081632653061224,4.014447046549004,21.183673469387756,6.190293037583638,13.204081632653061,2.8209010959615863
6,6,0.4,16.816326530612244,5.487177890272942,23.489795918367346,5.5943515001725626,14.285714285714286,3.095695936834452
