scenario,n,p_op_optimal,steps_optimal_mean,steps_optimal_std,steps_p00_mean,steps_p05_mean
8,2,0.0,11.387755102040817,2.7825073115403507,11.183673469387756,16.163265306122447
8,4,0.33333333333333337,16.833333333333332,4.188806427943423,18.083333333333332,19.73913043478261
8,6,0.4,20.162790697674417,4.884037325615627,17.466666666666665,21.448979591836736
